itermax,k,xp,yp,iteration
5,3,3906.25,1008.52272727273,5
5,3,3984.375,1008.52272727273,5
5,3,4062.5,1008.52272727273,5
5,3,4140.625,1008.52272727273,5
5,3,4218.75,1008.52272727273,5
5,3,4289.77272727273,937.5,5
5,3,4296.875,930.397727272727,5
5,3,4367.89772727273,859.375,5
5,3,4375,852.272727272727,5
5,3,4453.125,852.272727272727,5
5,3,4531.25,852.272727272727,5
5,3,4609.375,852.272727272727,5
5,3,4687.5,852.272727272727,5
5,3,4765.625,852.272727272727,5
5,3,4843.75,852.272727272727,5
5,3,4921.875,852.272727272727,5
5,3,5000,852.272727272727,5
